participant_id,platform_id,platform_label,eligible_platform,checklist_id,execution_mode,status,actual_result,evidence_id,evidence_path,captured_at
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-WEB-REGISTER-010,LIVE_LOCAL_SUT,Pass,Empty email validity=false; message='Please fill out this field.'.,T3-CHROME-WINDOWS-015,evidence/chrome-windows/015-web-register-required.png,2026-08-02T12:53:46.817Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-WEB-REGISTER-011,LIVE_LOCAL_SUT,Pass,Payload submitted as text; script dialog observed=false.,T3-CHROME-WINDOWS-016,evidence/chrome-windows/016-web-register-xss.png,2026-08-02T12:53:48.070Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-WEB-REGISTER-012,MOCKED_NETWORK_FAILURE,Pass,Aborted register request produced visible feedback 'Đăng ký thất bại.'.,T3-CHROME-WINDOWS-017,evidence/chrome-windows/017-web-register-network-error.png,2026-08-02T12:53:49.028Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-001,LIVE_LOCAL_SUT,Pass,Admin heading is 'Admin Login'.,T3-CHROME-WINDOWS-018,evidence/chrome-windows/018-admin-login-baseline.png,2026-08-02T12:53:50.928Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-002,LIVE_LOCAL_SUT,Fail,Admin login form contains 0 label elements for two inputs.,T3-CHROME-WINDOWS-018,evidence/chrome-windows/018-admin-login-baseline.png,2026-08-02T12:53:50.928Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-008,LIVE_LOCAL_SUT,Pass,Admin password input type is 'password'.,T3-CHROME-WINDOWS-018,evidence/chrome-windows/018-admin-login-baseline.png,2026-08-02T12:53:50.928Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-009,LIVE_LOCAL_SUT,Pass,"Without token, protected dashboard visible count=0; login form remains visible.",T3-CHROME-WINDOWS-018,evidence/chrome-windows/018-admin-login-baseline.png,2026-08-02T12:53:50.928Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-003,LIVE_LOCAL_SUT,Fail,Native browser dialog captured with 'Đăng nhập thất bại'; inline feedback count=0.,T3-CHROME-WINDOWS-019,evidence/chrome-windows/019-admin-login-invalid-dialog.png,2026-08-02T12:53:52.428Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-004,LIVE_LOCAL_SUT,Fail,Non-admin login produced native dialog 'Bạn không phải là admin!'; inline feedback count=0.,T3-CHROME-WINDOWS-020,evidence/chrome-windows/020-admin-login-nonadmin-dialog.png,2026-08-02T12:53:53.957Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-005,LIVE_LOCAL_SUT,Pass,Dashboard visible=true; admin token stored=true.,T3-CHROME-WINDOWS-021,evidence/chrome-windows/021-admin-login-success.png,2026-08-02T12:53:54.887Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-006,LIVE_LOCAL_SUT,Pass,"After reload, admin shell visible=true; token present=true.",T3-CHROME-WINDOWS-022,evidence/chrome-windows/022-admin-refresh-persistence.png,2026-08-02T12:53:55.691Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-LOGIN-007,LIVE_LOCAL_SUT,Pass,"After logout, login form visible=true; token present=false.",T3-CHROME-WINDOWS-023,evidence/chrome-windows/023-admin-logout.png,2026-08-02T12:53:55.852Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-001,LIVE_LOCAL_SUT,Pass,Heading 'Quản lý Danh mục'; headers 'ID / Tên Danh Mục / Hành động'.,T3-CHROME-WINDOWS-024,evidence/chrome-windows/024-admin-category-baseline.png,2026-08-02T12:53:56.875Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-002,LIVE_LOCAL_SUT,Pass,Input placeholder 'Tên danh mục mới'; add button 'Thêm mới'.,T3-CHROME-WINDOWS-024,evidence/chrome-windows/024-admin-category-baseline.png,2026-08-02T12:53:56.875Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-005,LIVE_LOCAL_SUT,Fail,Edit-button count across category rows=0.,T3-CHROME-WINDOWS-024,evidence/chrome-windows/024-admin-category-baseline.png,2026-08-02T12:53:56.875Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-003,LIVE_LOCAL_SUT,Pass,Create HTTP 200; row visible; input reset=true.,T3-CHROME-WINDOWS-025,evidence/chrome-windows/025-admin-category-add.png,2026-08-02T12:53:57.127Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-004,MOCKED_WRITE_PREVENTION,Fail,"required attribute='null'; empty POST observed=true; payload={""name"":""""}.",T3-CHROME-WINDOWS-026,evidence/chrome-windows/026-admin-category-empty.png,2026-08-02T12:53:57.617Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-006,LIVE_LOCAL_SUT,Fail,Delete confirmation dialog observed=false.,T3-CHROME-WINDOWS-027,evidence/chrome-windows/027-admin-category-delete.png,2026-08-02T12:53:58.701Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-007,LIVE_LOCAL_SUT,Pass,Synthetic empty category 'TASK3_DELETE_chrome-windows-1785675211473' disappeared after delete.,T3-CHROME-WINDOWS-027,evidence/chrome-windows/027-admin-category-delete.png,2026-08-02T12:53:58.701Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-008,LIVE_LOCAL_SUT,Fail,Category referenced by synthetic product remained=false; error dialog=NONE. Backend allowed deletion=true.,T3-CHROME-WINDOWS-028,evidence/chrome-windows/028-admin-category-delete-in-use.png,2026-08-02T12:54:00.231Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-009,MOCKED_EMPTY_API_STATE,Fail,Mocked empty category response rendered rows=0; empty-state message count=0.,T3-CHROME-WINDOWS-029,evidence/chrome-windows/029-admin-category-empty-state.png,2026-08-02T12:54:01.718Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-010,MOCKED_SLOW_API,Fail,"During a 2.5-second category delay, loading indicator count=0.",T3-CHROME-WINDOWS-030,evidence/chrome-windows/030-admin-category-loading.png,2026-08-02T12:54:02.812Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-011,LIVE_LOCAL_SUT,Fail,Duplicate category POST returned HTTP 200; visible duplicate row count=1.,T3-CHROME-WINDOWS-031,evidence/chrome-windows/031-admin-category-duplicate.png,2026-08-02T12:54:03.915Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-012,LIVE_LOCAL_SUT,Pass,"260+ character row: document scrollWidth=1440, viewport=1440, white-space=normal.",T3-CHROME-WINDOWS-032,evidence/chrome-windows/032-admin-category-long-name.png,2026-08-02T12:54:04.893Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-ADMIN-CATEGORY-013,MOCKED_SLOW_WRITE,Fail,Rapid double click generated 2 POST request(s); button disabled after completion=false.,T3-CHROME-WINDOWS-033,evidence/chrome-windows/033-admin-category-double-submit.png,2026-08-02T12:54:06.300Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-001,LIVE_LOCAL_SUT,Pass,"Login heading visible=true. Runtime is Expo Web, not Expo Go.",T3-CHROME-WINDOWS-034,evidence/chrome-windows/034-mobile-login-baseline.png,2026-08-02T13:04:01.857Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-002,LIVE_LOCAL_SUT,Fail,Visible Username label=true; standalone Email label=false.,T3-CHROME-WINDOWS-034,evidence/chrome-windows/034-mobile-login-baseline.png,2026-08-02T13:04:01.858Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-003,LIVE_LOCAL_SUT,Pass,Rendered password input type is 'password'.,T3-CHROME-WINDOWS-034,evidence/chrome-windows/034-mobile-login-baseline.png,2026-08-02T13:04:01.858Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-004,LIVE_LOCAL_SUT,Fail,Rendered submit label is 'Sign In'.,T3-CHROME-WINDOWS-034,evidence/chrome-windows/034-mobile-login-baseline.png,2026-08-02T13:04:01.858Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-010,LIVE_LOCAL_SUT,Fail,"Sign In touch target bounding box={""x"":24,""y"":320,""width"":342,""height"":39} CSS px.",T3-CHROME-WINDOWS-034,evidence/chrome-windows/034-mobile-login-baseline.png,2026-08-02T13:04:01.858Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-005,LIVE_LOCAL_SUT,Pass,Invalid-login feedback visible=true.,T3-CHROME-WINDOWS-035,evidence/chrome-windows/035-mobile-login-invalid-feedback.png,2026-08-02T13:04:03.664Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-006,LIVE_LOCAL_SUT,Pass,"After Quay Lại, home login control count=1.",T3-CHROME-WINDOWS-036,evidence/chrome-windows/036-mobile-login-back.png,2026-08-02T13:04:04.680Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-007,LIVE_LOCAL_SUT,Pass,Registration heading visible after navigation=true.,T3-CHROME-WINDOWS-037,evidence/chrome-windows/037-mobile-register-navigation.png,2026-08-02T13:04:09.146Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-008,LIVE_LOCAL_SUT,Pass,Forgot-password heading visible after navigation=true.,T3-CHROME-WINDOWS-038,evidence/chrome-windows/038-mobile-forgot-navigation.png,2026-08-02T13:04:12.583Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-009,LIVE_LOCAL_SUT,Pass,"After live proxied login, header contains synthetic display name=true.",T3-CHROME-WINDOWS-039,evidence/chrome-windows/039-mobile-login-success.png,2026-08-02T13:04:16.750Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-MOBILE-LOGIN-011,EXPO_WEB_DESKTOP_BROWSER,Not Observable,"Desktop/headless Expo Web cannot display a real mobile soft keyboard. Before={""width"":390,""height"":844,""visualHeight"":844}, after={""width"":390,""height"":844,""visualHeight"":844}.",T3-CHROME-WINDOWS-040,evidence/chrome-windows/040-mobile-soft-keyboard-not-observable.png,2026-08-02T13:04:20.148Z
N/A_TECHNICAL_TEST,chrome-windows,Google Chrome / Windows,YES,GUI-WEB-LOGIN-011,LIVE_LOCAL_SUT,Fail,First eight Tab targets: BUTTON:Sign In[1] > A:EShop[auto] > A:Giỏ hàng[auto] > A:Đăng nhập[auto] > A:Đăng ký[auto] > INPUT:text[auto] > INPUT:text[auto] > A:Quên mật khẩu?[auto]. Positive-tabindex submit precedes inputs=true.,T3-CHROME-WINDOWS-007,evidence/chrome-windows/007-web-login-keyboard-focus.png,2026-08-02T13:07:40.005Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-001,LIVE_LOCAL_SUT,Fail,Heading is 'Đăng Ký'.,T3-FIREFOX-WINDOWS-001,evidence/firefox-windows/001-web-login-baseline.png,2026-08-02T12:56:21.674Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-002,LIVE_LOCAL_SUT,Fail,"First label 'Username', input type 'text'.",T3-FIREFOX-WINDOWS-001,evidence/firefox-windows/001-web-login-baseline.png,2026-08-02T12:56:21.675Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-003,LIVE_LOCAL_SUT,Fail,Password input type is 'text'.,T3-FIREFOX-WINDOWS-001,evidence/firefox-windows/001-web-login-baseline.png,2026-08-02T12:56:21.675Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-009,LIVE_LOCAL_SUT,Fail,Submit button text is 'Sign In'.,T3-FIREFOX-WINDOWS-001,evidence/firefox-windows/001-web-login-baseline.png,2026-08-02T12:56:21.675Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-004,LIVE_LOCAL_SUT,Pass,Empty email validity=false; message='Please fill out this field.'.,T3-FIREFOX-WINDOWS-002,evidence/firefox-windows/002-web-login-required-validation.png,2026-08-02T12:56:28.179Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-005,LIVE_LOCAL_SUT,Pass,Empty password validity=false; message='Please fill out this field.'.,T3-FIREFOX-WINDOWS-002,evidence/firefox-windows/002-web-login-required-validation.png,2026-08-02T12:56:28.179Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-006,LIVE_LOCAL_SUT,Pass,Inline red feedback shown: 'Đăng nhập thất bại. Vui lòng kiểm tra lại.'.,T3-FIREFOX-WINDOWS-003,evidence/firefox-windows/003-web-login-invalid-feedback.png,2026-08-02T12:56:38.422Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-007,LIVE_LOCAL_SUT,Fail,Reached /forgot-password; SPA marker lost due to full document navigation.,T3-FIREFOX-WINDOWS-004,evidence/firefox-windows/004-web-login-forgot-navigation.png,2026-08-02T12:56:44.430Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-008,LIVE_LOCAL_SUT,Pass,Reached /register; SPA marker preserved.,T3-FIREFOX-WINDOWS-005,evidence/firefox-windows/005-web-login-register-navigation.png,2026-08-02T12:56:46.985Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-010,LIVE_LOCAL_SUT,Fail,Three wrong attempts returned HTTP 401/401/403; UI still says 'Đăng nhập thất bại. Vui lòng kiểm tra lại.'.,T3-FIREFOX-WINDOWS-006,evidence/firefox-windows/006-web-login-lockout-feedback.png,2026-08-02T12:56:52.366Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-012,LIVE_LOCAL_SUT,Pass,"viewport=320, document scrollWidth=320, form right=271.0.",T3-FIREFOX-WINDOWS-008,evidence/firefox-windows/008-web-login-responsive-320.png,2026-08-02T12:57:01.575Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-LOGIN-013,LIVE_LOCAL_SUT,Fail,Whitespace remained significant; login failed with 'Đăng nhập thất bại. Vui lòng kiểm tra lại.'.,T3-FIREFOX-WINDOWS-009,evidence/firefox-windows/009-web-login-trim.png,2026-08-02T12:57:05.592Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-001,LIVE_LOCAL_SUT,Pass,Heading is 'Đăng Ký Tài Khoản'.,T3-FIREFOX-WINDOWS-010,evidence/firefox-windows/010-web-register-baseline.png,2026-08-02T12:57:07.766Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-002,LIVE_LOCAL_SUT,Pass,Email input type is 'email'.,T3-FIREFOX-WINDOWS-010,evidence/firefox-windows/010-web-register-baseline.png,2026-08-02T12:57:07.766Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-003,LIVE_LOCAL_SUT,Pass,"Password helper text is 'Tối thiểu 8 ký tự, có chữ hoa, chữ thường, số và một ký tự trong @$!%*?&.'.",T3-FIREFOX-WINDOWS-010,evidence/firefox-windows/010-web-register-baseline.png,2026-08-02T12:57:07.766Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-008,LIVE_LOCAL_SUT,Pass,"Register button 'Đăng Ký' computed background rgb(37, 99, 235).",T3-FIREFOX-WINDOWS-010,evidence/firefox-windows/010-web-register-baseline.png,2026-08-02T12:57:07.766Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-004,LIVE_LOCAL_SUT,Pass,Password123! produced HTTP 200 and final route http://localhost:5173/login.,T3-FIREFOX-WINDOWS-011,evidence/firefox-windows/011-web-register-special-character.png,2026-08-02T12:57:12.974Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-005,LIVE_LOCAL_SUT,Pass,"Weak-password feedback shown: 'Mật khẩu phải có tối thiểu 8 ký tự, gồm chữ hoa, chữ thường, số và một ký tự đặc biệt trong @$!%*?&.'.",T3-FIREFOX-WINDOWS-012,evidence/firefox-windows/012-web-register-weak-feedback.png,2026-08-02T12:57:16.692Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-006,LIVE_LOCAL_SUT,Fail,Second registration for the same email returned HTTP 200 and navigated as success.,T3-FIREFOX-WINDOWS-013,evidence/firefox-windows/013-web-register-duplicate.png,2026-08-02T12:57:20.292Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-007,LIVE_LOCAL_SUT,Pass,Reached /login; SPA marker preserved.,T3-FIREFOX-WINDOWS-014,evidence/firefox-windows/014-web-register-login-navigation.png,2026-08-02T12:57:22.519Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-009,LIVE_LOCAL_SUT,Pass,Empty name validity=false; message='Please fill out this field.'.,T3-FIREFOX-WINDOWS-015,evidence/firefox-windows/015-web-register-required.png,2026-08-02T12:57:23.826Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-010,LIVE_LOCAL_SUT,Pass,Empty email validity=false; message='Please fill out this field.'.,T3-FIREFOX-WINDOWS-015,evidence/firefox-windows/015-web-register-required.png,2026-08-02T12:57:23.826Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-011,LIVE_LOCAL_SUT,Pass,Payload submitted as text; script dialog observed=false.,T3-FIREFOX-WINDOWS-016,evidence/firefox-windows/016-web-register-xss.png,2026-08-02T12:57:25.278Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-WEB-REGISTER-012,MOCKED_NETWORK_FAILURE,Pass,Aborted register request produced visible feedback 'Đăng ký thất bại.'.,T3-FIREFOX-WINDOWS-017,evidence/firefox-windows/017-web-register-network-error.png,2026-08-02T12:57:26.487Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-001,LIVE_LOCAL_SUT,Pass,Admin heading is 'Admin Login'.,T3-FIREFOX-WINDOWS-018,evidence/firefox-windows/018-admin-login-baseline.png,2026-08-02T12:57:28.192Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-002,LIVE_LOCAL_SUT,Fail,Admin login form contains 0 label elements for two inputs.,T3-FIREFOX-WINDOWS-018,evidence/firefox-windows/018-admin-login-baseline.png,2026-08-02T12:57:28.192Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-008,LIVE_LOCAL_SUT,Pass,Admin password input type is 'password'.,T3-FIREFOX-WINDOWS-018,evidence/firefox-windows/018-admin-login-baseline.png,2026-08-02T12:57:28.192Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-009,LIVE_LOCAL_SUT,Pass,"Without token, protected dashboard visible count=0; login form remains visible.",T3-FIREFOX-WINDOWS-018,evidence/firefox-windows/018-admin-login-baseline.png,2026-08-02T12:57:28.192Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-003,LIVE_LOCAL_SUT,Fail,Native browser dialog captured with 'Đăng nhập thất bại'; inline feedback count=0.,T3-FIREFOX-WINDOWS-019,evidence/firefox-windows/019-admin-login-invalid-dialog.png,2026-08-02T12:57:30.077Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-004,LIVE_LOCAL_SUT,Fail,Non-admin login produced native dialog 'Bạn không phải là admin!'; inline feedback count=0.,T3-FIREFOX-WINDOWS-020,evidence/firefox-windows/020-admin-login-nonadmin-dialog.png,2026-08-02T12:57:32.111Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-005,LIVE_LOCAL_SUT,Pass,Dashboard visible=true; admin token stored=true.,T3-FIREFOX-WINDOWS-021,evidence/firefox-windows/021-admin-login-success.png,2026-08-02T12:57:33.170Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-006,LIVE_LOCAL_SUT,Pass,"After reload, admin shell visible=true; token present=true.",T3-FIREFOX-WINDOWS-022,evidence/firefox-windows/022-admin-refresh-persistence.png,2026-08-02T12:57:34.436Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-LOGIN-007,LIVE_LOCAL_SUT,Pass,"After logout, login form visible=true; token present=false.",T3-FIREFOX-WINDOWS-023,evidence/firefox-windows/023-admin-logout.png,2026-08-02T12:57:34.692Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-001,LIVE_LOCAL_SUT,Pass,Heading 'Quản lý Danh mục'; headers 'ID / Tên Danh Mục / Hành động'.,T3-FIREFOX-WINDOWS-024,evidence/firefox-windows/024-admin-category-baseline.png,2026-08-02T12:57:39.069Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-002,LIVE_LOCAL_SUT,Pass,Input placeholder 'Tên danh mục mới'; add button 'Thêm mới'.,T3-FIREFOX-WINDOWS-024,evidence/firefox-windows/024-admin-category-baseline.png,2026-08-02T12:57:39.069Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-005,LIVE_LOCAL_SUT,Fail,Edit-button count across category rows=0.,T3-FIREFOX-WINDOWS-024,evidence/firefox-windows/024-admin-category-baseline.png,2026-08-02T12:57:39.069Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-003,LIVE_LOCAL_SUT,Pass,Create HTTP 200; row visible; input reset=true.,T3-FIREFOX-WINDOWS-025,evidence/firefox-windows/025-admin-category-add.png,2026-08-02T12:57:40.243Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-004,MOCKED_WRITE_PREVENTION,Fail,"required attribute='null'; empty POST observed=true; payload={""name"":""""}.",T3-FIREFOX-WINDOWS-026,evidence/firefox-windows/026-admin-category-empty.png,2026-08-02T12:57:41.819Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-006,LIVE_LOCAL_SUT,Fail,Delete confirmation dialog observed=false.,T3-FIREFOX-WINDOWS-027,evidence/firefox-windows/027-admin-category-delete.png,2026-08-02T12:57:46.410Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-007,LIVE_LOCAL_SUT,Pass,Synthetic empty category 'TASK3_DELETE_firefox-windows-1785675370063' disappeared after delete.,T3-FIREFOX-WINDOWS-027,evidence/firefox-windows/027-admin-category-delete.png,2026-08-02T12:57:46.410Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-008,LIVE_LOCAL_SUT,Fail,Category referenced by synthetic product remained=false; error dialog=NONE. Backend allowed deletion=true.,T3-FIREFOX-WINDOWS-028,evidence/firefox-windows/028-admin-category-delete-in-use.png,2026-08-02T12:57:50.439Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-009,MOCKED_EMPTY_API_STATE,Fail,Mocked empty category response rendered rows=0; empty-state message count=0.,T3-FIREFOX-WINDOWS-029,evidence/firefox-windows/029-admin-category-empty-state.png,2026-08-02T12:57:57.715Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-010,MOCKED_SLOW_API,Fail,"During a 2.5-second category delay, loading indicator count=0.",T3-FIREFOX-WINDOWS-030,evidence/firefox-windows/030-admin-category-loading.png,2026-08-02T12:58:05.739Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-011,LIVE_LOCAL_SUT,Fail,Duplicate category POST returned HTTP 200; visible duplicate row count=1.,T3-FIREFOX-WINDOWS-031,evidence/firefox-windows/031-admin-category-duplicate.png,2026-08-02T12:58:09.543Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-012,LIVE_LOCAL_SUT,Pass,"260+ character row: document scrollWidth=1440, viewport=1440, white-space=normal.",T3-FIREFOX-WINDOWS-032,evidence/firefox-windows/032-admin-category-long-name.png,2026-08-02T12:58:13.867Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-ADMIN-CATEGORY-013,MOCKED_SLOW_WRITE,Fail,Rapid double click generated 2 POST request(s); button disabled after completion=false.,T3-FIREFOX-WINDOWS-033,evidence/firefox-windows/033-admin-category-double-submit.png,2026-08-02T12:58:16.011Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-MOBILE-LOGIN-001,LIVE_LOCAL_SUT,Pass,"Login heading visible=true. Runtime is Expo Web, not Expo Go.",T3-FIREFOX-WINDOWS-034,evidence/firefox-windows/034-mobile-login-baseline.png,2026-08-02T13:04:32.486Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-MOBILE-LOGIN-002,LIVE_LOCAL_SUT,Fail,Visible Username label=true; standalone Email label=false.,T3-FIREFOX-WINDOWS-034,evidence/firefox-windows/034-mobile-login-baseline.png,2026-08-02T13:04:32.486Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-MOBILE-LOGIN-003,LIVE_LOCAL_SUT,Pass,Rendered password input type is 'password'.,T3-FIREFOX-WINDOWS-034,evidence/firefox-windows/034-mobile-login-baseline.png,2026-08-02T13:04:32.486Z
N/A_TECHNICAL_TEST,firefox-windows,Firefox / Windows,YES,GUI-MOBILE-LOGIN-004,LIVE_LOCAL_SUT,Fail,Rendered submit label is 'Sign In'.,T3-FIREFOX-WINDOWS-034,evidence/firefox-windows/034-mobile-login-baseline.png,2026-08-02T13:04:32.486Z
