TestCaseID,API,Method,Endpoint,Category,Preconditions,Input,ExpectedResult,Priority,Source,AuditStatus,AuditReasoning,ActualResult,PassFail,BugRef,Notes
TC-PROFILE-032,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Create a tampered token by altering the last character of a valid JWT.,"{""headers"": {""Authorization"": ""Bearer <tampered_jwt>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}}",The endpoint requires a valid JWT (API spec Authorization note; SEC-02; FR-04 requires a logged-in user). The profile / cart / user-list must not change. HTTP status (401 vs 403 vs other) is not specified.,High,AI,INCOMPLETE,A tampered signature is not a valid JWT (SEC-02). HTTP 403 is not specified.,,,,Sub-domains: P-AUTH-06 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-032.md
TC-PROFILE-033,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Confirm GET /api/users/me shows role=user.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678"", ""role"": ""admin""}}",role remains the pre-request value (user). Documented profile fields may or may not update; that is unspecified. A silent role change to admin fails FR-04 / SEC-06.,High,AI,VALID,"FR-04 and SEC-06 forbid changing role from the client. The oracle allows reject or ignore, so it does not invent a status code.",,,,"Sub-domains: P-ROLE-02, P-NAME-01, P-PHONE-01, P-ADDR-01, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-033.md"
TC-PROFILE-034,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot role from GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678"", ""role"": ""user""}}",GET /api/users/me still shows the same role as before. The API must not treat role as a client-writable field.,Medium,AI,VALID,"Role is not a documented writable field (FR-04 / SEC-06), even when the value equals the current role.",,,,"Sub-domains: P-ROLE-03, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-034.md"
TC-PROFILE-035,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot email from GET /api/users/me (test@eshop.com).,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678"", ""email"": ""hijack@example.com""}}",GET /api/users/me still shows the original email (test@eshop.com). Whether the request is rejected or the extra field is ignored is not specified.,High,AI,VALID,FR-04: email must not be changed. Reject vs ignore is unspecified; unchanged email is specified.,,,,"Sub-domains: P-EMAIL-02, P-NAME-01, P-PHONE-01, P-ADDR-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-035.md"
TC-PROFILE-036,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": """"}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,An empty HTTP body is not stated as invalid. Fields were assumed required as a group.,,,,"Sub-domains: P-BODY-02, P-AUTH-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-036.md"
TC-PROFILE-037,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": ""{name:""}",The body is not the documented JSON object. Profile fields must not be updated from this payload. HTTP status is not specified.,Medium,AI,INCOMPLETE,The API documents Body (JSON). Malformed text is not JSON. Generated HTTP 400 is not specified.,,,,"Sub-domains: P-BODY-03, P-AUTH-01 | Type=Invalid | File=tests/test-cases/profile/TC-PROFILE-037.md"
TC-PROFILE-038,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678"", ""nickname"": ""A""}}",Extra-field handling is not specified. Documented fields may still update. Do not assert how the extra field is stored or rejected. email and role still must not change.,Low,AI,INCOMPLETE,"Extra-field policy is not specified. The generated case asserted nickname must not persist, which is not written.",,,,"Sub-domains: P-BODY-04, P-NAME-01, P-PHONE-01, P-ADDR-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-038.md"
TC-PROFILE-039,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": [{""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""0912345678""}]}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Medium,AI,INVALID,The example body is an object; the spec does not say a JSON array must be rejected.,,,,"Sub-domains: P-BODY-05, P-AUTH-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-039.md"
TC-PROFILE-040,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""text/plain""}, ""body"": ""{\""name\"": \""Nguyen Van A\"", \""shipping_address\"": \""123 Le Loi, Q1, TP.HCM\"", \""phone\"": \""0912345678\""}""}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Low,AI,INVALID,"Content-Type is not specified. JSON in the spec describes the body example, not a header rule.",,,,"Sub-domains: P-BODY-06, P-AUTH-01 | Type=Unspecified | File=tests/test-cases/profile/TC-PROFILE-040.md"
TC-CART-001,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The authenticated user's cart includes a line for product id=1 with quantity 2 (or merged qty if a line already existed — FR-07). Success status/body are not specified.,High,AI,VALID,"Documented POST /api/cart body with a typical quantity from the example, under required auth. No extra reject rule claimed.",,,,"Sub-domains: C-ID-01, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01, C-STATE-01, C-BODY-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-001.md"
TC-CART-002,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 1}}",Quantity 1 is not specified as the API minimum. Treat as a typical add: GET /api/cart includes product 1. Do not use this case to prove an API min=1 rule. Success status/body not specified.,High,AI,INCOMPLETE,"FR-06's 'quantity ≥ 1' is the product-detail UI box, not a stated POST /api/cart rule. Quantity 1 is still a reasonable typical value from the example domain (example uses 2).",,,,"Sub-domains: C-QTY-01, C-ID-01, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-002.md"
TC-CART-003,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000. | Seed product id=5 exists: Bàn phím cơ Keychron Q1, price 4000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 5, ""name"": ""Bàn phím cơ Keychron Q1"", ""price"": 4000000, ""quantity"": 2}}",GET /api/cart as the same user includes a line for id=5. Success status/body not specified.,High,AI,VALID,Another seed product with a typical body. No charset restriction. Does not invent catalogue-match rules.,,,,"Sub-domains: C-ID-02, C-NAME-05, C-QTY-02, C-AUTH-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-003.md"
TC-CART-004,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 10}}",GET /api/cart includes a line for id=1 reflecting quantity 10 (or merged). Success status/body not specified.,Medium,AI,VALID,"No maximum quantity is stated, so quantity=10 is not specified as invalid. Treated as a typical valid representative, not as a proven max.",,,,"Sub-domains: C-QTY-03, C-ID-01, C-AUTH-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-004.md"
TC-CART-005,AddToCart,POST,/api/cart,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | GET /api/cart as admin and snapshot.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 1}}",GET /api/cart with the same admin token shows the added line on that user's cart. Success status/body not specified.,Medium,AI,VALID,"Cart API requires a token, not role=user. An admin JWT is a logged-in user.",,,,"Sub-domains: C-AUTH-02, C-ID-01, C-QTY-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-005.md"
TC-CART-006,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000. | POST /api/cart once with id=1 quantity=1 (or ensure cart already has product 1 qty=1). | GET /api/cart: exactly one line for id=1 with qty=1.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 1}}",GET /api/cart shows exactly one line for product 1 with quantity 2 (1+1). A second row for the same product fails FR-07. Success status/body not specified.,High,AI,VALID,FR-07: adding the same product increases quantity and must not create a new line.,,,,"Sub-domains: C-STATE-02, C-ID-01, C-QTY-01, C-AUTH-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-006.md"
TC-CART-007,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000. | Ensure cart has product 1 only. | Seed product 2 exists: Samsung Galaxy S24 Ultra, 28000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 2, ""name"": ""Samsung Galaxy S24 Ultra"", ""price"": 28000000, ""quantity"": 1}}",GET /api/cart contains distinct lines for id=1 and id=2. Product 1 quantity is unchanged.,High,AI,VALID,FR-07 merge applies to the same product; a different id is a different line.,,,,"Sub-domains: C-STATE-03, C-ID-01, C-ID-02, C-AUTH-01 | Type=Valid | File=tests/test-cases/cart/TC-CART-007.md"
TC-CART-008,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 0, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,No rule says product id must be > 0 or exist in the catalogue.,,,,"Sub-domains: C-ID-03, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-008.md"
TC-CART-009,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": -1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Negative product id is not specified as invalid.,,,,"Sub-domains: C-ID-04, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-009.md"
TC-CART-010,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 99999, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,The spec does not require id to reference an existing product.,,,,"Sub-domains: C-ID-05, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-010.md"
TC-CART-012,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": null, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,id=null is not specified as invalid.,,,,"Sub-domains: C-ID-08, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-012.md"
TC-CART-013,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1.5, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Non-integer id is not specified as invalid.,,,,"Sub-domains: C-ID-09, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-013.md"
TC-CART-014,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": ""abc"", ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Non-numeric id is not specified as invalid.,,,,"Sub-domains: C-ID-10, C-QTY-02, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-014.md"
TC-CART-011,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,id appears in the example body but is not stated as required.,,,,"Sub-domains: C-ID-06, C-QTY-02, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-011.md"
TC-CART-015,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": ""1"", ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}","No type-coercion rule is specified. Do not expect accept, reject, or a particular coerced value. Record actual behaviour.",Low,AI,INCOMPLETE,Example id is a number; coercion of string '1' is not specified. Generated case still preferred reject/coerce.,,,,"Sub-domains: C-ID-07, C-QTY-02, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-015.md"
TC-CART-016,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 0}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,"FR-06 quantity ≥ 1 is the product-detail UI control, not a POST /api/cart rule. Applying it here was an assumption.",,,,"Sub-domains: C-QTY-04, C-ID-01, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-016.md"
TC-CART-017,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": -1}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Negative quantity is not specified for POST /api/cart. FR-06 is product-detail UI.,,,,"Sub-domains: C-QTY-05, C-ID-01, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-017.md"
TC-CART-019,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 1.5}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,Non-integer quantity is not specified for this API.,,,,"Sub-domains: C-QTY-07, C-ID-01, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-019.md"
TC-CART-021,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": null}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,quantity=null is not specified as invalid.,,,,"Sub-domains: C-QTY-09, C-ID-01, C-PRICE-01, C-NAME-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-021.md"
TC-CART-018,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,High,AI,INVALID,"quantity is in the example body, not stated as required.",,,,"Sub-domains: C-QTY-06, C-ID-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-018.md"
TC-CART-020,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": ""2""}}","No type-coercion rule is specified. Do not expect accept, reject, or a particular coerced value. Record actual behaviour.",Low,AI,INCOMPLETE,Coercion of quantity string is not specified.,,,,"Sub-domains: C-QTY-08, C-ID-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-020.md"
TC-CART-022,AddToCart,POST,/api/cart,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed user test@eshop.com / Test1234! exists (role=user). | Obtain a user JWT via POST /api/login with email=test@eshop.com password=Test1234!. | GET /api/cart and snapshot line items (prefer empty cart; if not empty, record ids/qty). | Seed product id=1 exists: iPhone 15 Pro Max, price 30000000.","{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 999999999}}",No maximum length/quantity is specified. Do not expect accept or reject. Record actual behaviour.,Low,AI,INCOMPLETE,No max quantity is specified. 'Must not crash' is not a written requirement.,,,,"Sub-domains: C-QTY-10, C-ID-01, C-AUTH-01 | Type=Unspecified | File=tests/test-cases/cart/TC-CART-022.md"
